East,North,Year,Season,Date,Transect,Quad,DIST.,Water Depth,Spp,Common Name,Scientific Name,Percent,Height,Density,Obs,Comments
549605,4219445,2006,Summer,8/17/2006,4A,2,3,0,BAPI,coyote bush,Baccharis pilularis,20,130,0,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,2,3,0,LI,Litter (dead & not standing),N/A,5,,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,2,3,0,BARE,bare ground,N/A,5,,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,2,3,0,DOM,dead & standing,N/A,6,48,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,2,3,0,LOCO,Birdfoot trefoil,Lotus corniculatus,50,24,7,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,3,6,0,DISP,Salt Grass,Distichlis spicata,10,27,20,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,3,6,0,DOM,dead & standing,N/A,2,36,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,3,6,0,COCO,Brass buttons,Cotula coronopifolia,4,8,23,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,3,6,0,SAVI,Pickleweed,Salicornia virginica,80,30,7,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,3,6,0,BARE,bare ground,N/A,20,,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,3,6,0,SPMA,Sand Spurrey,Spergularia macrotheca,1,10,1,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,4,9,0,SAVI,Pickleweed,Salicornia virginica,80,40,7,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,4,9,0,ALGG,Green Algae,N/A,20,,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,4,9,0,BARE,bare ground,N/A,10,,,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,4,9,0,COCO,Brass buttons,Cotula coronopifolia,1,6,8,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,5,12,0.01,SAVI,Pickleweed,Salicornia virginica,98,69,3,"AR, RG",
549605,4219445,2006,Summer,8/17/2006,4A,5,12,0.01,BARE,bare ground,N/A,2,,,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1B,1,508,0,DOM,dead & standing,N/A,100,128,,"AR, RG",West side of track
549618,4220027,2006,Summer,8/17/2006,1B,1,508,0,TETE,New Zealand Spinach,Tetragonia tetragonioides,25,60,1,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1B,2,505,0,ATTR,Fat hen,Atriplex triangularis,75,70,1,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1B,2,505,0,FRSA,Alkali Heath,Frankenia salina,70,97,1,"AR, RG",
549618,4220027,2006,Summer,8/17/2006,1B,3,502,0,BARE,bare ground,N/A,100,,,"AR, RG",
549973,4219479,2006,Summer,8/17/2006,2B,1,422,0,DOM,dead & standing,N/A,100,45,,"AR, RG",
549973,4219479,2006,Summer,8/17/2006,2B,1,422,0,SPMA,Sand Spurrey,Spergularia macrotheca,2,18,1,"AR, RG",
549973,4219479,2006,Summer,8/17/2006,2B,2,419,0,BARE,bare ground,N/A,100,,,"AR, RG",
549973,4219479,2006,Summer,8/17/2006,2B,3,416,0,SPMA,Sand Spurrey,Spergularia macrotheca,1,4,1,"AR, RG",
549973,4219479,2006,Summer,8/17/2006,2B,3,416,0,BARE,bare ground,N/A,99,,,"AR, RG",
549943,4219447,2007,Summer,8/27/2007,2B,1,422,0,ATSE,Australian saltbush,Atriplex semibaccata,55,15,0,"GC, LD",
549943,4219447,2007,Summer,8/27/2007,2B,1,422,0,DUFF,Dead Not Standing,N/A,5,,,"GC, LD",
549943,4219447,2007,Summer,8/27/2007,2B,1,422,0,LI,Litter (dead & not standing),N/A,28,,,"GC, LD",UNK GRASS
549943,4219447,2007,Summer,8/27/2007,2B,2,419,0,BARE,bare ground,N/A,30,,,"GC, LD",
549943,4219447,2007,Summer,8/27/2007,2B,2,419,0,ALGB,Brown Algae,N/A,40,,,"GC, LD",
549943,4219447,2007,Summer,8/27/2007,2B,2,419,0,ALGG,Green Algae,N/A,30,,,"GC, LD",
549943,4219447,2007,Summer,8/27/2007,2B,3,416,0,BARE,bare ground,N/A,95,,,"GC, LD",
549943,4219447,2007,Summer,8/27/2007,2B,3,416,0,ULLA,Sea lettuce,Ulva lactusa,5,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1B,1,508,0,TETE,New Zealand Spinach,Tetragonia tetragonioides,90,46,0,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1B,1,508,0,LI,Litter (dead & not standing),N/A,20,70,,"GC, LD",RASA
549618,4220027,2007,Summer,8/27/2007,1B,1,508,0,DUFF,Dead Not Standing,N/A,20,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1B,2,505,0,SAPA,Pickleweed,Sarcocornia pacifica,10,22,2,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1B,2,505,0,SPFO,Cordgrass,Spartina foliosa,1,16,1,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1B,2,505,0,BARE,bare ground,N/A,89,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,1,0,0,DUFF,Dead Not Standing,N/A,40,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,1,0,0,LI,Litter (dead & not standing),N/A,60,55,,"GC, LD",UNK GRASS
549605,4219445,2007,Summer,8/27/2007,4A,1,0,0,LI,Litter (dead & not standing),N/A,2,26,,"GC, LD",UNK
549605,4219445,2007,Summer,8/27/2007,4A,2,3,0,BAPI,coyote bush,Baccharis pilularis,25,132,0,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,2,3,0,SAPA,Pickleweed,Sarcocornia pacifica,40,54,10,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,2,3,0,DUFF,Dead Not Standing,N/A,60,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,2,3,0,ATTR,Fat hen,Atriplex triangularis,2,8,3,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,2,3,0,FRSA,Alkali Heath,Frankenia salina,1,10,8,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,2,3,0,LOCO,Birdfoot trefoil,Lotus corniculatus,3,2,3,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,2,3,0,GRST,gum plant,Grindelia stricta,1,22,1,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,3,6,0,SAPA,Pickleweed,Sarcocornia pacifica,80,47,19,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,3,6,0,BARE,bare ground,N/A,15,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,3,6,0,ATTR,Fat hen,Atriplex triangularis,1,4,1,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,3,6,0,LI,Litter (dead & not standing),N/A,10,40,,"GC, LD",SAPA
549605,4219445,2007,Summer,8/27/2007,4A,3,6,0,DUFF,Dead Not Standing,N/A,1,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,3,6,0,FRSA,Alkali Heath,Frankenia salina,1,12,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,4,9,0,SAPA,Pickleweed,Sarcocornia pacifica,90,54,25,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,4,9,0,BARE,bare ground,N/A,2,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,4,9,0,LI,Litter (dead & not standing),N/A,10,48,,"GC, LD",SAPA
549605,4219445,2007,Summer,8/27/2007,4A,5,12,0,SAPA,Pickleweed,Sarcocornia pacifica,98,63,10,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,5,12,0,DUFF,Dead Not Standing,N/A,4,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,5,12,0,BARE,bare ground,N/A,2,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,6,15,0,FRSA,Alkali Heath,Frankenia salina,15,70,23,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,6,15,0,ALGG,Green Algae,N/A,90,,,"GC, LD",
549605,4219445,2007,Summer,8/27/2007,4A,6,15,0,BARE,bare ground,N/A,5,,,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,1,0,0,LI,Litter (dead & not standing),N/A,50,27,,"GC, LD",LOMU
549520,4219617,2007,Summer,8/27/2007,3A,1,0,0,LI,Litter (dead & not standing),N/A,50,25,,"GC, LD",UNK GRASS
549520,4219617,2007,Summer,8/27/2007,3A,1,0,0,DUFF,Dead Not Standing,N/A,5,,,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,2,3,0,BAPI,coyote bush,Baccharis pilularis,10,21,0,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,2,3,0,SAPA,Pickleweed,Sarcocornia pacifica,60,65,3,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,2,3,0,DUFF,Dead Not Standing,N/A,60,,,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,2,3,0,BARE,bare ground,N/A,5,,,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,3,6,0,SAPA,Pickleweed,Sarcocornia pacifica,85,46,12,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,3,6,0,LI,Litter (dead & not standing),N/A,10,33,,"GC, LD",SAPA
549520,4219617,2007,Summer,8/27/2007,3A,3,6,0,JACA,Salmarsh Daisy,Jaumea carnosa,1,28,3,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,3,6,0,BARE,bare ground,N/A,3,,,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,4,9,0,SAPA,Pickleweed,Sarcocornia pacifica,85,38,8,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,4,9,0,BARE,bare ground,N/A,20,,,"GC, LD",
549520,4219617,2007,Summer,8/27/2007,3A,4,9,0,LI,Litter (dead & not standing),N/A,5,20,,"GC, LD",SAPA
549618,4220027,2007,Summer,8/27/2007,1A,1,0,0,LOCO,Birdfoot trefoil,Lotus corniculatus,2,17,0,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,1,0,0,LOPE,Perennial rye grass,Lolium perenne,1,16,1,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,1,0,0,DUFF,Dead Not Standing,N/A,50,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,1,0,0,LI,Litter (dead & not standing),N/A,20,30,,"GC, LD",UNK GRASS
549618,4220027,2007,Summer,8/27/2007,1A,1,0,0,LI,Litter (dead & not standing),N/A,80,31,,"GC, LD",LOPE
549618,4220027,2007,Summer,8/27/2007,1A,2,3,0,DUFF,Dead Not Standing,N/A,50,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,2,3,0,LI,Litter (dead & not standing),N/A,3,52,,"GC, LD",RASA
549618,4220027,2007,Summer,8/27/2007,1A,2,3,0,LI,Litter (dead & not standing),N/A,25,32,,"GC, LD",LOPE
549618,4220027,2007,Summer,8/27/2007,1A,2,3,0,LI,Litter (dead & not standing),N/A,50,8,,"GC, LD",UNK GRASS
549618,4220027,2007,Summer,8/27/2007,1A,3,6,0,RASA,Common wild radish,Raphanus sativus,1,37,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,3,6,0,LI,Litter (dead & not standing),N/A,10,40,,"GC, LD",RASA
549618,4220027,2007,Summer,8/27/2007,1A,3,6,0,DUFF,Dead Not Standing,N/A,90,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,3,6,0,LI,Litter (dead & not standing),N/A,1,51,,"GC, LD",LOPE
549618,4220027,2007,Summer,8/27/2007,1A,4,9,0,LI,Litter (dead & not standing),N/A,15,100,,"GC, LD",RASA
549618,4220027,2007,Summer,8/27/2007,1A,4,9,0,DUFF,Dead Not Standing,N/A,85,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,5,12,0,LI,Litter (dead & not standing),N/A,98,40,,"GC, LD",LOPE
549618,4220027,2007,Summer,8/27/2007,1A,5,12,0,DUFF,Dead Not Standing,N/A,2,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,6,15,0,FRSA,Alkali Heath,Frankenia salina,30,50,0,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,6,15,0,SAPA,Pickleweed,Sarcocornia pacifica,90,48,4,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,6,15,0,DUFF,Dead Not Standing,N/A,5,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,7,18,2,DISP,Salt Grass,Distichlis spicata,25,41,200,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,7,18,2,SAPA,Pickleweed,Sarcocornia pacifica,75,46,12,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,8,21,3,BARE,bare ground,N/A,15,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,8,21,3,SAPA,Pickleweed,Sarcocornia pacifica,85,42,18,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,9,24,0,DUFF,Dead Not Standing,N/A,3,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,9,24,0,SAPA,Pickleweed,Sarcocornia pacifica,90,83,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,9,24,0,LI,Litter (dead & not standing),N/A,10,85,,"GC, LD",SAPA
549618,4220027,2007,Summer,8/27/2007,1A,10,27,0,SAPA,Pickleweed,Sarcocornia pacifica,80,45,3,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,10,27,0,DUFF,Dead Not Standing,N/A,10,,,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,10,27,0,FRSA,Alkali Heath,Frankenia salina,35,44,0,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,11,30,0,SAPA,Pickleweed,Sarcocornia pacifica,50,43,6,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,11,30,0,SPFO,Cordgrass,Spartina foliosa,20,64,47,"GC, LD",
549618,4220027,2007,Summer,8/27/2007,1A,11,30,0,BARE,bare ground,N/A,30,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,1,0,0,LOCO,Birdfoot trefoil,Lotus corniculatus,25,30,7,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,1,0,0,CESO,Yellow star thistle,Centaurea solstitialis,15,73,0,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,1,0,0,LI,Litter (dead & not standing),N/A,10,90,,"GC, LD",CESO
549814,4220063,2007,Summer,8/27/2007,2A,1,0,0,LI,Litter (dead & not standing),N/A,10,81,,"GC, LD",RASA
549814,4220063,2007,Summer,8/27/2007,2A,1,0,0,LI,Litter (dead & not standing),N/A,10,44,,"GC, LD",LOMU
549814,4220063,2007,Summer,8/27/2007,2A,1,0,0,DUFF,Dead Not Standing,N/A,30,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,2,3,0,LI,Litter (dead & not standing),N/A,15,110,,"GC, LD",RASA
549814,4220063,2007,Summer,8/27/2007,2A,2,3,0,CESO,Yellow star thistle,Centaurea solstitialis,30,92,4,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,2,3,0,LI,Litter (dead & not standing),N/A,1,31,,"GC, LD",RUCR
549814,4220063,2007,Summer,8/27/2007,2A,2,3,0,LOCO,Birdfoot trefoil,Lotus corniculatus,15,31,5,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,2,3,0,RASA,Common wild radish,Raphanus sativus,10,63,1,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,2,3,0,LI,Litter (dead & not standing),N/A,50,63,,"GC, LD",LOPE
549814,4220063,2007,Summer,8/27/2007,2A,3,6,0,CESO,Yellow star thistle,Centaurea solstitialis,15,67,1,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,3,6,0,RASA,Common wild radish,Raphanus sativus,5,43,0,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,3,6,0,LI,Litter (dead & not standing),N/A,5,18,,"GC, LD",RASA
549814,4220063,2007,Summer,8/27/2007,2A,3,6,0,HYRA,Cat's Ear,Hypochaeris radicata,20,55,1,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,3,6,0,LI,Litter (dead & not standing),N/A,30,49,,"GC, LD",LOPE
549814,4220063,2007,Summer,8/27/2007,2A,3,6,0,DUFF,Dead Not Standing,N/A,15,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,4,9,0,LOCO,Birdfoot trefoil,Lotus corniculatus,25,19,16,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,4,9,0,LI,Litter (dead & not standing),N/A,15,58,,"GC, LD",RASA
549814,4220063,2007,Summer,8/27/2007,2A,4,9,0,DUFF,Dead Not Standing,N/A,10,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,4,9,0,LI,Litter (dead & not standing),N/A,60,35,,"GC, LD",LOPE
549814,4220063,2007,Summer,8/27/2007,2A,5,12,0,ATTR,Fat hen,Atriplex triangularis,9,25,3,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,5,12,0,DUFF,Dead Not Standing,N/A,50,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,5,12,0,LI,Litter (dead & not standing),N/A,45,34,,"GC, LD",LOPE
549814,4220063,2007,Summer,8/27/2007,2A,5,12,0,LOCO,Birdfoot trefoil,Lotus corniculatus,1,20,2,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,6,15,0,BARE,bare ground,N/A,65,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,6,15,0,SAPA,Pickleweed,Sarcocornia pacifica,20,50,8,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,6,15,0,LI,Litter (dead & not standing),N/A,15,,,"GC, LD",FRSA
549814,4220063,2007,Summer,8/27/2007,2A,6,15,0,DUFF,Dead Not Standing,N/A,2,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,7,18,0,SAPA,Pickleweed,Sarcocornia pacifica,70,46,11,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,7,18,0,DISP,Salt Grass,Distichlis spicata,10,25,10,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,7,18,0,BARE,bare ground,N/A,20,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,7,18,0,DUFF,Dead Not Standing,N/A,5,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,8,21,0,SAPA,Pickleweed,Sarcocornia pacifica,100,54,15,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,8,21,0,DUFF,Dead Not Standing,N/A,10,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,8,21,0,DISP,Salt Grass,Distichlis spicata,1,23,5,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,9,24,0,SAPA,Pickleweed,Sarcocornia pacifica,70,52,23,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,9,24,0,BARE,bare ground,N/A,10,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,9,24,0,DUFF,Dead Not Standing,N/A,2,,,"GC, LD",
549814,4220063,2007,Summer,8/27/2007,2A,9,24,0,ALGG,Green Algae,N/A,25,,,"GC, LD",
550110,4219823,2007,Summer,8/27/2007,3B,1,623,0,SAPA,Pickleweed,Sarcocornia pacifica,80,52,13,"GC, LD",
550110,4219823,2007,Summer,8/27/2007,3B,1,623,0,BARE,bare ground,N/A,20,,,"GC, LD",
550110,4219823,2007,Summer,8/27/2007,3B,1,623,0,DUFF,Dead Not Standing,N/A,10,,,"GC, LD",
550093,4219736,2007,Summer,8/27/2007,4B,1,553,0,TETE,New Zealand Spinach,Tetragonia tetragonioides,5,11,1,"GC, LD",
550093,4219736,2007,Summer,8/27/2007,4B,1,553,0,LI,Litter (dead & not standing),N/A,20,14,,"GC, LD",UNK GRASS
550093,4219736,2007,Summer,8/27/2007,4B,1,553,0,DUFF,Dead Not Standing,N/A,75,,,"GC, LD",
549622,4220025,2010,Summer,8/18/2010,1A,1,0,0,LI,Litter (dead & not standing),N/A,100,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,2,3,0,BARE,bare ground,N/A,20,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,2,3,0,DOM,dead & standing,N/A,80,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,3,6,0,BARE,bare ground,N/A,15,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,3,6,0,DOM,dead & standing,N/A,83,,,MI/EF,DEAD CESO
549622,4220025,2010,Summer,8/18/2010,1A,3,6,0,CESO,Yellow star thistle,Centaurea solstitialis,2,74,0,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,4,9,0,BAPI,coyote bush,Baccharis pilularis,95,88,1,MI/EF,ONE BUSH
549622,4220025,2010,Summer,8/18/2010,1A,4,9,0,BARE,bare ground,N/A,5,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,5,12,0,SAPA,Pickleweed,Sarcocornia pacifica,40,49,1,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,5,12,0,FRSA,Alkali Heath,Frankenia salina,30,38,0,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,5,12,0,CUSA,Salt Marsh Dodder,Cuscuta salina,50,38,1,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,5,12,0,BARE,bare ground,N/A,20,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,5,12,0,GRST,gum plant,Grindelia stricta,1,36,1,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,6,15,0,BARE,bare ground,N/A,5,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,6,15,0,LI,Litter (dead & not standing),N/A,10,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,6,15,0,SAPA,Pickleweed,Sarcocornia pacifica,85,49,2,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,7,18,0,SAPA,Pickleweed,Sarcocornia pacifica,100,63,8,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,8,21,0,SAPA,Pickleweed,Sarcocornia pacifica,100,68,5,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,8,21,0,CUSA,Salt Marsh Dodder,Cuscuta salina,5,58,0,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,9,24,0,SAPA,Pickleweed,Sarcocornia pacifica,100,63,2,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,9,24,0,BARE,bare ground,N/A,5,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,10,27,6,DISP,Salt Grass,Distichlis spicata,30,53,3,MI/EF,STAGNANT WATER PUDDLE
549622,4220025,2010,Summer,8/18/2010,1A,10,27,6,SAPA,Pickleweed,Sarcocornia pacifica,55,56,4,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,10,27,6,MF,mudflat,N/A,15,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,11,30,0,ALGB,Brown Algae,N/A,5,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,11,30,0,SAPA,Pickleweed,Sarcocornia pacifica,5,38,1,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,11,30,0,SPFO,Cordgrass,Spartina foliosa,25,80,16,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,11,30,0,MF,mudflat,N/A,75,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,12,33,0,SPFO,Cordgrass,Spartina foliosa,45,106,35,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,12,33,0,MF,mudflat,N/A,75,,,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,13,36,2,SPFO,Cordgrass,Spartina foliosa,15,93,16,MI/EF,
549622,4220025,2010,Summer,8/18/2010,1A,13,36,2,MF,mudflat,N/A,85,,,MI/EF,
549695,4219538,2010,Summer,8/18/2010,1B,1,508,0,SAPA,Pickleweed,Sarcocornia pacifica,100,56,2,MI/EF,
549695,4219538,2010,Summer,8/18/2010,1B,2,505,0,SAPA,Pickleweed,Sarcocornia pacifica,2,52,1,MI/EF,
549695,4219538,2010,Summer,8/18/2010,1B,2,505,0,BARE,bare ground,N/A,10,,,MI/EF,
549695,4219538,2010,Summer,8/18/2010,1B,2,505,0,SPFO,Cordgrass,Spartina foliosa,85,111,30,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,1,0,0,DOM,dead & standing,N/A,100,,,MI/EF,EDGE OF LEVY
549810,4220062,2010,Summer,8/18/2010,2A,2,3,0,BARE,bare ground,N/A,25,,,MI/EF,DEAD YELLOW THISTLE
549810,4220062,2010,Summer,8/18/2010,2A,2,3,0,DOM,dead & standing,N/A,75,,,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,3,6,0,BARE,bare ground,N/A,25,,,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,3,6,0,DOM,dead & standing,N/A,75,,,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,4,9,0,DOM,dead & standing,N/A,10,,,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,4,9,0,LI,Litter (dead & not standing),N/A,90,,,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,5,12,0,BARE,bare ground,N/A,15,,,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,5,12,0,UNK GRASS,#N/A,#N/A,85,83,7,MI/EF,UNKNOWN POACEAE
549810,4220062,2010,Summer,8/18/2010,2A,6,15,0,BARE,bare ground,N/A,15,,,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,6,15,0,SAPA,Pickleweed,Sarcocornia pacifica,85,47,4,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,7,18,0,SAPA,Pickleweed,Sarcocornia pacifica,100,56,9,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,8,21,0,SAPA,Pickleweed,Sarcocornia pacifica,100,41,8,MI/EF,
549810,4220062,2010,Summer,8/18/2010,2A,9,24,0,BARE,bare ground,N/A,50,,,,
549810,4220062,2010,Summer,8/18/2010,2A,9,24,0,SAPA,Pickleweed,Sarcocornia pacifica,45,56,5,,
549810,4220062,2010,Summer,8/18/2010,2A,9,24,0,DISP,Salt Grass,Distichlis spicata,5,34,0,,
549810,4220062,2010,Summer,8/18/2010,2A,10,27,0,MF,mudflat,N/A,100,,,,
549810,4220062,2010,Summer,8/18/2010,2A,11,30,0,MF,mudflat,N/A,100,,,,
549810,4220062,2010,Summer,8/18/2010,2A,12,33,2,MF,mudflat,N/A,100,,,,COULD NOT WALK ANY FURTHER
549429,4219810,2010,Summer,8/25/2010,3A,1,0,0,DOM,dead & standing,N/A,95,,,,MOSTLY DEAD POACEAE
549429,4219810,2010,Summer,8/25/2010,3A,1,0,0,SPRU,Sand-spurry,Spergularia rubra,5,14,2,,
549429,4219810,2010,Summer,8/25/2010,3A,2,3,0,BARE,bare ground,N/A,20,,,,
549429,4219810,2010,Summer,8/25/2010,3A,2,3,0,BAPI,coyote bush,Baccharis pilularis,80,73,1,,
549429,4219810,2010,Summer,8/25/2010,3A,3,6,0,SAPA,Pickleweed,Sarcocornia pacifica,100,50,2,,
549429,4219810,2010,Summer,8/25/2010,3A,4,9,0,SAPA,Pickleweed,Sarcocornia pacifica,100,57,3,,
549429,4219810,2010,Summer,8/25/2010,3A,5,12,0,SPFO,Cordgrass,Spartina foliosa,50,109,25,,
549429,4219810,2010,Summer,8/25/2010,3A,5,12,0,MF,mudflat,N/A,50,,,,
