DATE,Year,Month,Season,Habitat,Transect,Quadrat,Spp,Common Name,Scientific Name,% Cover,Height,Density,Water depth,Easting,Northing,NOTES
8/16/2006,2006,August,Summer,UP,6,2,FOVU,Common Fennel,Foeniculum vulgare,25,28,5,0,,,
8/16/2006,2006,August,Summer,UP,6,2,DUFF,Dead Not Standing,N/A,100,,,0,,,
8/16/2006,2006,August,Summer,UP,6,2,PLSP,Plantago spp,,2,12,1,0,,,
8/16/2006,2006,August,Summer,UP,6,3,LITR,Dead and Standing,N/A,95,15,,0,562387,4219211,
8/16/2006,2006,August,Summer,UP,6,3,DUFF,Dead Not Standing,N/A,10,,,0,562387,4219211,
8/16/2006,2006,August,Summer,UP,2,1,SAVI,Pickleweed,Salicornia virginica,35,48,7,0.1,,,
8/16/2006,2006,August,Summer,UP,2,1,GRST,Gum-plant,Grindelia stricta,4,12,4,0.1,,,
8/16/2006,2006,August,Summer,UP,2,1,DISP,Salt Grass,Distichlis spicata,50,35,26,0.1,,,
8/16/2006,2006,August,Summer,UP,2,1,BARE,Bare Ground,N/A,10,,,0.1,,,
8/16/2006,2006,August,Summer,UP,2,1,PLCO,plantain,Plantago coronopus,2,22,4,0.1,,,
8/16/2006,2006,August,Summer,UP,2,1,COCO,Brass buttons,Cotula coronopifolia,1,2,3,0.1,,,
8/16/2006,2006,August,Summer,UP,2,1,LITR,Dead and Standing,N/A,1,16,,0.1,,,
8/16/2006,2006,August,Summer,UP,2,1,SPFO,Cordgrass,Spartina foliosa,1,15,4,0.1,,,
8/16/2006,2006,August,Summer,UP,2,2,BAPI,Coyote Bush,Bacharis,25,100,1,0,,,
8/16/2006,2006,August,Summer,UP,2,2,DUFF,Dead Not Standing,N/A,60,,,0,,,
8/16/2006,2006,August,Summer,UP,2,2,LOCO,Birdfoot trefoil,Lotus corniculatus,8,5,4,0,,,
8/16/2006,2006,August,Summer,UP,2,2,LITR,Dead and Standing,N/A,20,26,,0,,,
8/16/2006,2006,August,Summer,UP,2,2,PIEC,Bristly ox-tongue,Picris echioides,3,4,8,0,,,
8/16/2006,2006,August,Summer,UP,2,2,PLLA,English plantain,Plantago lanceolata,1,22,1,0,,,
8/16/2006,2006,August,Summer,UP,2,2,PLCO,plantain,Plantago coronopus,1,10,,0,,,
8/16/2006,2006,August,Summer,UP,2,2,BARE,Bare Ground,N/A,10,,,0,,,
8/16/2006,2006,August,Summer,UP,2,3,LITR,Dead and Standing,N/A,100,15,,0,562005,4218920,
8/16/2006,2006,August,Summer,UP,2,3,PIEC,Bristly ox-tongue,Picris echioides,2,16,3,0,562005,4218920,
8/16/2006,2006,August,Summer,HM,3,1,SAVI,Pickleweed,Salicornia virginica,15,44,3,0,,,
8/16/2006,2006,August,Summer,HM,3,1,GRST,Gum-plant,Grindelia stricta,1,22,1,0,,,
8/16/2006,2006,August,Summer,HM,3,1,DISP,Salt Grass,Distichlis spicata,95,25,375,0,,,
8/16/2006,2006,August,Summer,HM,3,1,LITR,Dead and Standing,N/A,2,23,,0,,,POMO
8/16/2006,2006,August,Summer,HM,3,1,BARE,Bare Ground,N/A,6,,,0,,,
8/16/2006,2006,August,Summer,HM,3,2,SAVI,Pickleweed,Salicornia virginica,90,58,6,0.01,,,
8/16/2006,2006,August,Summer,HM,3,2,BARE,Bare Ground,N/A,10,,,0.01,,,
8/16/2006,2006,August,Summer,HM,3,2,LITR,Dead and Standing,N/A,6,51,,0.01,,,
8/16/2006,2006,August,Summer,HM,3,2,COCO,Brass buttons,Cotula coronopifolia,1,13,5,0.01,,,
8/16/2006,2006,August,Summer,HM,3,3,SAVI,Pickleweed,Salicornia virginica,58,42,3,0,562026,4213944,
8/16/2006,2006,August,Summer,HM,3,3,LITR,Dead and Standing,N/A,30,54,,0,562026,4213944,
8/16/2006,2006,August,Summer,HM,3,3,COCO,Brass buttons,Cotula coronopifolia,5,12,14,0,562026,4213944,
8/16/2006,2006,August,Summer,HM,3,3,BARE,Bare Ground,N/A,8,,,0,562026,4213944,
8/16/2006,2006,August,Summer,HM,3,3,GRST,Gum-plant,Grindelia stricta,1,25,1,0,562026,4213944,
8/16/2006,2006,August,Summer,UP,1,1,LITR,Dead and Standing,N/A,97,17,,0,,,
8/16/2006,2006,August,Summer,UP,1,1,PLCO,plantain,Plantago coronopus,10,13,2,0,,,
8/16/2006,2006,August,Summer,UP,1,1,PIEC,Bristly ox-tongue,Picris echioides,1,3,2,0,,,
8/16/2006,2006,August,Summer,UP,1,1,SAVI,Pickleweed,Salicornia virginica,1,8,0,0,,,
8/16/2006,2006,August,Summer,UP,1,1,BARE,Bare Ground,N/A,3,,,0,,,
8/16/2006,2006,August,Summer,UP,1,2,LITR,Dead and Standing,N/A,95,16,,0,,,
8/16/2006,2006,August,Summer,UP,1,2,BARE,Bare Ground,N/A,5,,,0,,,
8/16/2006,2006,August,Summer,UP,1,2,LOCO,Birdfoot trefoil,Lotus corniculatus,2,9,3,0,,,
8/16/2006,2006,August,Summer,UP,1,3,LITR,Dead and Standing,N/A,85,11,,0,562177,4218930,
8/16/2006,2006,August,Summer,UP,1,3,BARE,Bare Ground,N/A,5,,,0,562177,4218930,
8/16/2006,2006,August,Summer,UP,1,3,LOCO,Birdfoot trefoil,Lotus corniculatus,1,9,8,0,562177,4218930,
8/16/2006,2006,August,Summer,UP,1,3,DUFF,Dead Not Standing,N/A,15,,,0,562177,4218930,
8/16/2006,2006,August,Summer,UP,3,1,PLCO,plantain,Plantago coronopus,15,29,9,0,,,WET SOIL
8/16/2006,2006,August,Summer,UP,3,1,GRST,Gum-plant,Grindelia stricta,1,9,1,0,,,
8/16/2006,2006,August,Summer,UP,3,1,SAVI,Pickleweed,Salicornia virginica,10,20,2,0,,,
8/16/2006,2006,August,Summer,UP,3,1,JACA,Saltmarsh Daisy,Jaumea carnosa,1,10,0,0,,,
8/16/2006,2006,August,Summer,UP,3,1,SPMA,Sand spurrey,Spergularia Macrotheca,2,11,12,0,,,
8/16/2006,2006,August,Summer,UP,3,1,LITR,Dead and Standing,N/A,90,15,,0,,,
8/16/2006,2006,August,Summer,UP,3,1,BARE,Bare Ground,N/A,5,,,0,,,
8/16/2006,2006,August,Summer,UP,3,2,LOCO,Birdfoot trefoil,Lotus corniculatus,99,30,80,0,,,DRY GROUND
8/16/2006,2006,August,Summer,UP,3,2,SAVI,Pickleweed,Salicornia virginica,10,35,8,0,,,
8/16/2006,2006,August,Summer,UP,3,2,PLCO,plantain,Plantago coronopus,6,20,0,0,,,
8/16/2006,2006,August,Summer,UP,3,2,LITR,Dead and Standing,N/A,2,30,,0,,,
8/16/2006,2006,August,Summer,UP,3,2,GRST,Gum-plant,Grindelia stricta,2,13,0,0,,,
8/16/2006,2006,August,Summer,UP,3,2,JACA,Saltmarsh Daisy,Jaumea carnosa,1,6,1,0,,,
8/16/2006,2006,August,Summer,UP,3,3,SAVI,Pickleweed,Salicornia virginica,40,67,2,0,562309,4218934,DRY GROUND
8/16/2006,2006,August,Summer,UP,3,3,LOCO,Birdfoot trefoil,Lotus corniculatus,50,20,5,0,562309,4218934,
8/16/2006,2006,August,Summer,UP,3,3,BARE,Bare Ground,N/A,8,,,0,562309,4218934,
8/16/2006,2006,August,Summer,UP,3,3,PLCO,plantain,Plantago coronopus,5,16,7,0,562309,4218934,
8/16/2006,2006,August,Summer,UP,3,3,SPMA,Sand spurrey,Spergularia Macrotheca,1,5,4,0,562309,4218934,
8/16/2006,2006,August,Summer,UP,3,3,COCO,Brass buttons,Cotula coronopifolia,2,5,9,0,562309,4218934,
8/16/2006,2006,August,Summer,UP,4,1,LITR,Dead and Standing,N/A,50,40,,0,,,
8/16/2006,2006,August,Summer,UP,4,1,ATTR,Fat hen,Atriplex triangularis,18,17,15,0,,,
8/16/2006,2006,August,Summer,UP,4,1,LOCO,Birdfoot trefoil,Lotus corniculatus,30,18,8,0,,,
8/16/2006,2006,August,Summer,UP,4,1,SPMA,Sand spurrey,Spergularia Macrotheca,5,20,2,0,,,
8/16/2006,2006,August,Summer,UP,4,1,COCO,Brass buttons,Cotula coronopifolia,15,15,27,0,,,
8/16/2006,2006,August,Summer,UP,4,1,PLCO,plantain,Plantago coronopus,1,15,3,0,,,
8/16/2006,2006,August,Summer,UP,4,1,PIEC,Bristly ox-tongue,Picris echioides,1,10,1,0,,,
8/16/2006,2006,August,Summer,UP,4,2,LOCO,Birdfoot trefoil,Lotus corniculatus,100,30,20,0,,,
8/16/2006,2006,August,Summer,UP,4,2,GRST,Gum-plant,Grindelia stricta,1,24,1,0,,,
8/16/2006,2006,August,Summer,UP,4,2,LITR,Dead and Standing,N/A,10,35,,0,,,
8/16/2006,2006,August,Summer,UP,4,2,ATTR,Fat hen,Atriplex triangularis,5,12,10,0,,,
8/16/2006,2006,August,Summer,UP,4,2,PIEC,Bristly ox-tongue,Picris echioides,2,13,5,0,,,
8/16/2006,2006,August,Summer,UP,4,2,PLCO,plantain,Plantago coronopus,5,10,5,0,,,
8/16/2006,2006,August,Summer,UP,4,2,COCO,Brass buttons,Cotula coronopifolia,2,11,3,0,,,
8/16/2006,2006,August,Summer,UP,4,3,LOCO,Birdfoot trefoil,Lotus corniculatus,100,36,7,0,562329,4218933,
8/16/2006,2006,August,Summer,UP,4,3,PLCO,plantain,Plantago coronopus,8,25,2,0,562329,4218933,
8/16/2006,2006,August,Summer,UP,4,3,PIEC,Bristly ox-tongue,Picris echioides,5,68,4,0,562329,4218933,
8/16/2006,2006,August,Summer,HM,5,1,SAVI,Pickleweed,Salicornia virginica,90,45,2,0.01,,,
8/16/2006,2006,August,Summer,HM,5,1,LITR,Dead and Standing,N/A,10,32,,0.01,,,
8/16/2006,2006,August,Summer,HM,5,1,BARE,Bare Ground,N/A,5,,,0.01,,,
8/16/2006,2006,August,Summer,HM,5,2,SAVI,Pickleweed,Salicornia virginica,50,30,7,0,,,
8/16/2006,2006,August,Summer,HM,5,2,BARE,Bare Ground,N/A,50,,,0,,,
8/16/2006,2006,August,Summer,HM,5,2,DUFF,Dead Not Standing,N/A,1,,,0,,,
8/16/2006,2006,August,Summer,HM,5,3,SAVI,Pickleweed,Salicornia virginica,99,46,5,1,562389,4219002,
8/16/2006,2006,August,Summer,HM,5,3,LITR,Dead and Standing,N/A,2,44,,1,562389,4219002,
8/16/2006,2006,August,Summer,HM,5,3,BARE,Bare Ground,N/A,3,,,1,562389,4219002,
8/1/2007,2007,August,Dry,LM,6,1,BARE,Bare Ground,N/A,97,,,3,,,
8/1/2007,2007,August,Dry,LM,6,1,ALGB,Brown Algae,N/A,3,,,3,,,
8/1/2007,2007,August,Dry,LM,6,2,ALGB,Brown Algae,N/A,98,,,1,,,
8/1/2007,2007,August,Dry,LM,6,2,BARE,Bare Ground,N/A,2,,,1,,,
8/1/2007,2007,August,Dry,LM,6,3,ALGB,Brown Algae,N/A,95,,,3,,,
8/1/2007,2007,August,Dry,LM,6,3,BARE,Bare Ground,N/A,5,,,3,,,
8/1/2007,2007,August,Dry,LM,5,1,ALGB,Brown Algae,N/A,10,,,1,,,
8/1/2007,2007,August,Dry,LM,5,1,BARE,Bare Ground,N/A,90,,,1,,,
8/1/2007,2007,August,Dry,LM,5,2,BARE,Bare Ground,N/A,60,,,1,,,
8/1/2007,2007,August,Dry,LM,5,2,ALGB,Brown Algae,N/A,40,,,1,,,
8/1/2007,2007,August,Dry,LM,5,3,ALGB,Brown Algae,N/A,20,,,2,,,
8/1/2007,2007,August,Dry,LM,5,3,BARE,Bare Ground,N/A,80,,,2,,,
8/1/2007,2007,August,Dry,LM,3,1,BARE,Bare Ground,N/A,60,,,4,,,
8/1/2007,2007,August,Dry,LM,3,1,ALGB,Brown Algae,N/A,40,,,4,,,
8/1/2007,2007,August,Dry,LM,3,1,ALGG,Green Algae,N/A,1,,,4,,,
8/1/2007,2007,August,Dry,LM,3,2,ALGB,Brown Algae,N/A,80,,,3,,,
8/1/2007,2007,August,Dry,LM,3,2,BARE,Bare Ground,N/A,10,,,3,,,
8/1/2007,2007,August,Dry,LM,3,2,ELSP,Eleocharis species,Eleocharis species,10,2,10,3,,,
8/1/2007,2007,August,Dry,LM,3,3,ALGB,Brown Algae,N/A,98,,,,,,
8/1/2007,2007,August,Dry,LM,3,3,BARE,Bare Ground,N/A,2,,,,,,
8/1/2007,2007,August,Dry,LM,4,1,SAPA,Pickleweed,Sarcocornia pacifica,30,44,9,2.5,,,
8/1/2007,2007,August,Dry,LM,4,1,BOMA,Seaside Bulrush,Bolboschoenus maritimus,5,57,10,2.5,,,
8/1/2007,2007,August,Dry,LM,4,1,ALGG,Green Algae,N/A,10,,,2.5,,,
8/1/2007,2007,August,Dry,LM,4,1,BARE,Bare Ground,N/A,50,,,2.5,,,
8/1/2007,2007,August,Dry,LM,4,2,ALG,#N/A,#N/A,20,,,0.5,,,
8/1/2007,2007,August,Dry,LM,4,2,SAPA,Pickleweed,Sarcocornia pacifica,40,42,20,0.5,,,
8/1/2007,2007,August,Dry,LM,4,2,BOMA,Seaside Bulrush,Bolboschoenus maritimus,5,45,10,0.5,,,
8/1/2007,2007,August,Dry,LM,4,2,SPAL,Cordgrass,Spartina alternifolia,1,53,,0.5,,,
8/1/2007,2007,August,Dry,LM,4,2,JACA,Saltmarsh Daisy,Jaumea carnosa,5,15,17,0.5,,,
8/1/2007,2007,August,Dry,LM,4,2,ALGB,Brown Algae,N/A,30,,,0.5,,,
8/1/2007,2007,August,Dry,LM,4,2,LITR,Dead and Standing,N/A,1,31,,0.5,,,
8/1/2007,2007,August,Dry,LM,4,3,ELSP,Eleocharis species,Eleocharis species,10,4,25,0.5,,,
8/1/2007,2007,August,Dry,LM,4,3,SAPA,Pickleweed,Sarcocornia pacifica,15,34,3,0.5,,,
8/1/2007,2007,August,Dry,LM,4,3,ALGG,Green Algae,N/A,25,,,0.5,,,
8/1/2007,2007,August,Dry,LM,4,3,ALGB,Brown Algae,N/A,60,,,0.5,,,
8/1/2007,2007,August,Dry,LM,4,3,OPWA,Water,N/A,20,,,0.5,,,
8/1/2007,2007,August,Dry,MP,3,1,SAPA,Pickleweed,Sarcocornia pacifica,95,69,7,,,,
8/1/2007,2007,August,Dry,MP,3,1,DUFF,Dead Not Standing,N/A,3,,,,,,
8/1/2007,2007,August,Dry,MP,3,1,BARE,Bare Ground,N/A,5,,,,,,
8/1/2007,2007,August,Dry,MP,3,1,GRST,Gum-plant,Grindelia stricta,5,75,1,,,,
8/1/2007,2007,August,Dry,MP,3,1,LITR,Dead and Standing,N/A,5,73,,,,,
8/1/2007,2007,August,Dry,MP,3,2,JACA,Saltmarsh Daisy,Jaumea carnosa,5,36,8,,,,
8/1/2007,2007,August,Dry,MP,3,2,SAPA,Pickleweed,Sarcocornia pacifica,98,70,5,,,,
8/1/2007,2007,August,Dry,MP,3,2,BARE,Bare Ground,N/A,2,,,,,,
8/1/2007,2007,August,Dry,MP,3,3,SAPA,Pickleweed,Sarcocornia pacifica,30,40,6,,,,
8/1/2007,2007,August,Dry,MP,3,3,JACA,Saltmarsh Daisy,Jaumea carnosa,20,17,9,,,,
8/1/2007,2007,August,Dry,MP,3,3,LITR,Dead and Standing,N/A,10,20,,,,,
8/1/2007,2007,August,Dry,MP,3,3,SPMA,Sand spurrey,Spergularia Macrotheca,3,12,3,,,,
8/1/2007,2007,August,Dry,MP,3,3,TRMA,Arrowgrass,Triglochin maritima,1,17,1,,,,
8/1/2007,2007,August,Dry,MP,3,3,DUFF,Dead Not Standing,N/A,10,,,,,,
8/1/2007,2007,August,Dry,MP,3,3,UNK,Unknown,N/A,2,19,1,,,,GRASS
8/1/2007,2007,August,Dry,MP,3,3,BARE,Bare Ground,N/A,40,,,,,,
8/1/2007,2007,August,Dry,MP,4,1,DUFF,Dead Not Standing,N/A,90,,,,,,
8/1/2007,2007,August,Dry,MP,4,1,LITR,Dead and Standing,N/A,20,21,30,,,,UNKNOWN
8/1/2007,2007,August,Dry,MP,4,1,ATTR,Fat hen,Atriplex triangularis,90,27,100,,,,
8/1/2007,2007,August,Dry,MP,4,1,LOCO,Birdfoot trefoil,Lotus corniculatus,5,12,42,,,,
8/1/2007,2007,August,Dry,MP,4,2,GRST,Gum-plant,Grindelia stricta,20,58,1,,,,
8/1/2007,2007,August,Dry,MP,4,2,LITR,Dead and Standing,N/A,85,25,40,,,,UNKNOWN
8/1/2007,2007,August,Dry,MP,4,2,LOCO,Birdfoot trefoil,Lotus corniculatus,1,13,1,,,,
8/1/2007,2007,August,Dry,MP,4,2,DUFF,Dead Not Standing,N/A,80,,,,,,
8/1/2007,2007,August,Dry,MP,4,2,ATTR,Fat hen,Atriplex triangularis,5,14,4,,,,
8/1/2007,2007,August,Dry,MP,4,3,LOSP,0,Lolium spp,10,16,2,,,,
8/1/2007,2007,August,Dry,MP,4,3,LITR,Dead and Standing,N/A,5,14,5,,,,
8/1/2007,2007,August,Dry,MP,4,3,ATTR,Fat hen,Atriplex triangularis,25,20,17,,,,
8/1/2007,2007,August,Dry,MP,4,3,LOCO,Birdfoot trefoil,Lotus corniculatus,2,17,2,,,,
8/1/2007,2007,August,Dry,MP,4,3,DUFF,Dead Not Standing,N/A,90,,,,,,
8/1/2007,2007,August,Dry,MP,4,3,LITR,Dead and Standing,N/A,20,25,2,,,,LOMU
8/1/2007,2007,August,Dry,MP,5,1,SAPA,Pickleweed,Sarcocornia pacifica,80,74,4,,,,
8/1/2007,2007,August,Dry,MP,5,1,LOCO,Birdfoot trefoil,Lotus corniculatus,1,2,1,,,,
8/1/2007,2007,August,Dry,MP,5,1,DUFF,Dead Not Standing,N/A,15,,,,,,
8/1/2007,2007,August,Dry,MP,5,1,BARE,Bare Ground,N/A,5,,,,,,
8/1/2007,2007,August,Dry,MP,5,1,GRST,Gum-plant,Grindelia stricta,1,20,,,,,
8/1/2007,2007,August,Dry,MP,5,2,GRST,Gum-plant,Grindelia stricta,75,79,,,,,
8/1/2007,2007,August,Dry,MP,5,2,ATTR,Fat hen,Atriplex triangularis,20,38,25,,,,
8/1/2007,2007,August,Dry,MP,5,2,LOCO,Birdfoot trefoil,Lotus corniculatus,15,7,16,,,,
8/1/2007,2007,August,Dry,MP,5,2,LITR,Dead and Standing,N/A,70,,,,,,UNKNOWN GRASS
8/1/2007,2007,August,Dry,MP,5,2,BARE,Bare Ground,N/A,3,,,,,,
8/1/2007,2007,August,Dry,MP,5,2,DUFF,Dead Not Standing,N/A,15,,,,,,
8/1/2007,2007,August,Dry,MP,5,3,ATTR,Fat hen,Atriplex triangularis,45,34,13,,,,
8/1/2007,2007,August,Dry,MP,5,3,BARE,Bare Ground,N/A,25,,,,,,
8/1/2007,2007,August,Dry,MP,5,3,LITR,Dead and Standing,N/A,20,24,8,,,,UNKNOWN GRASS
8/1/2007,2007,August,Dry,MP,5,3,DUFF,Dead Not Standing,N/A,10,,,,,,
8/1/2007,2007,August,Dry,MP,5,3,LOCO,Birdfoot trefoil,Lotus corniculatus,1,85,1,,,,
8/1/2007,2007,August,Dry,MP,6,1,SAPA,Pickleweed,Sarcocornia pacifica,90,58,5,,,,
8/1/2007,2007,August,Dry,MP,6,1,GRST,Gum-plant,Grindelia stricta,40,68,10,,,,
8/1/2007,2007,August,Dry,MP,6,1,BARE,Bare Ground,N/A,5,,,,,,
8/1/2007,2007,August,Dry,MP,6,2,GRST,Gum-plant,Grindelia stricta,50,62,6,,,,
8/1/2007,2007,August,Dry,MP,6,2,SAPA,Pickleweed,Sarcocornia pacifica,40,67,12,,,,
8/1/2007,2007,August,Dry,MP,6,2,BARE,Bare Ground,N/A,3,,,,,,
8/1/2007,2007,August,Dry,MP,6,2,DUFF,Dead Not Standing,N/A,40,,,,,,
8/1/2007,2007,August,Dry,MP,6,3,SAPA,Pickleweed,Sarcocornia pacifica,5,44,0,,,,
8/1/2007,2007,August,Dry,MP,6,3,GRST,Gum-plant,Grindelia stricta,70,85,12,,,,
8/1/2007,2007,August,Dry,MP,6,3,DISP,Salt Grass,Distichlis spicata,2,40,1,,,,
8/1/2007,2007,August,Dry,MP,6,3,BARE,Bare Ground,N/A,5,,,,,,
8/1/2007,2007,August,Dry,MP,6,3,DUFF,Dead Not Standing,N/A,20,,,,,,
8/1/2007,2007,August,Dry,HM,6,1,PLLA,English plantain,Plantago lanceolata,10,5,24,,,,
8/1/2007,2007,August,Dry,HM,6,1,PIEC,Bristly ox-tongue,Picris echioides,4,13,1,,,,
8/1/2007,2007,August,Dry,HM,6,1,DUFF,Dead Not Standing,N/A,100,,,,,,
8/1/2007,2007,August,Dry,HM,6,1,PIEC,Bristly ox-tongue,Picris echioides,1,3,1,,,,
8/1/2007,2007,August,Dry,HM,6,1,FOVU,Common Fennel,Foeniculum vulgare,1,15,,,,,
8/1/2007,2007,August,Dry,HM,6,1,LITR,Dead and Standing,N/A,10,31,,,,,PLLA
8/1/2007,2007,August,Dry,HM,6,2,GRST,Gum-plant,Grindelia stricta,1,21,1,,,,
8/1/2007,2007,August,Dry,HM,6,2,SAPA,Pickleweed,Sarcocornia pacifica,95,52,6,,,,
8/1/2007,2007,August,Dry,HM,6,2,JACA,Saltmarsh Daisy,Jaumea carnosa,2,14,3,,,,
8/1/2007,2007,August,Dry,HM,6,2,BARE,Bare Ground,N/A,5,,,,,,
8/1/2007,2007,August,Dry,HM,6,2,DUFF,Dead Not Standing,N/A,5,,,,,,
8/1/2007,2007,August,Dry,HM,6,2,ATTR,Fat hen,Atriplex triangularis,1,2,1,,,,
8/1/2007,2007,August,Dry,HM,6,3,SAPA,Pickleweed,Sarcocornia pacifica,5,28,2,12,,,
8/1/2007,2007,August,Dry,HM,6,3,SPFO,Cordgrass,Spartina foliosa,15,34,18,12,,,
8/1/2007,2007,August,Dry,HM,6,3,BOMA,Seaside Bulrush,Bolboschoenus maritimus,2,59,4,12,,,
8/1/2007,2007,August,Dry,HM,6,3,BARE,Bare Ground,N/A,90,,,12,,,
8/3/2007,2007,August,Dry,LM,1,1,BARE,Bare Ground,N/A,10,,,,,,
8/3/2007,2007,August,Dry,LM,1,1,ALGB,Brown Algae,N/A,90,,,,,,
8/3/2007,2007,August,Dry,LM,1,1,ALGG,Green Algae,N/A,2,,,,,,
8/3/2007,2007,August,Dry,LM,1,2,BARE,Bare Ground,N/A,10,,,1,,,
8/3/2007,2007,August,Dry,LM,1,2,ALGB,Brown Algae,N/A,90,,,1,,,
8/3/2007,2007,August,Dry,LM,1,3,ALGB,Brown Algae,N/A,89,,,3,,,
8/3/2007,2007,August,Dry,LM,1,3,BARE,Bare Ground,N/A,11,,,3,,,
8/3/2007,2007,August,Dry,LM,2,1,SAPA,Pickleweed,Sarcocornia pacifica,45,44,12,,,,
8/3/2007,2007,August,Dry,LM,2,1,DISP,Salt Grass,Distichlis spicata,40,25,21,,,,
8/3/2007,2007,August,Dry,LM,2,1,JACA,Saltmarsh Daisy,Jaumea carnosa,1,13,1,,,,
8/3/2007,2007,August,Dry,LM,2,1,BARE,Bare Ground,N/A,25,,,,,,
8/3/2007,2007,August,Dry,LM,2,1,ALGG,Green Algae,N/A,10,,,,,,
8/3/2007,2007,August,Dry,LM,2,2,SAPA,Pickleweed,Sarcocornia pacifica,75,36,8,,,,
8/3/2007,2007,August,Dry,LM,2,2,DISP,Salt Grass,Distichlis spicata,30,45,15,,,,
8/3/2007,2007,August,Dry,LM,2,2,JACA,Saltmarsh Daisy,Jaumea carnosa,5,20,7,,,,
8/3/2007,2007,August,Dry,LM,2,2,GRST,Gum-plant,Grindelia stricta,10,42,5,,,,
8/3/2007,2007,August,Dry,LM,2,2,BARE,Bare Ground,N/A,10,,,,,,
8/3/2007,2007,August,Dry,LM,2,3,SAPA,Pickleweed,Sarcocornia pacifica,20,52,6,,,,
8/3/2007,2007,August,Dry,LM,2,3,SPFO,Cordgrass,Spartina foliosa,5,67,3,,,,
8/3/2007,2007,August,Dry,LM,2,3,BOMA,Seaside Bulrush,Bolboschoenus maritimus,10,76,2,,,,
8/3/2007,2007,August,Dry,LM,2,3,JACA,Saltmarsh Daisy,Jaumea carnosa,40,18,11,,,,
8/3/2007,2007,August,Dry,LM,2,3,DUFF,Dead Not Standing,N/A,10,,,,,,
8/3/2007,2007,August,Dry,LM,2,3,LITR,Dead and Standing,N/A,5,,,,,,SPFO
8/3/2007,2007,August,Dry,LM,2,3,BARE,Bare Ground,N/A,1,,,,,,
8/3/2007,2007,August,Dry,MP,1,1,DISP,Salt Grass,Distichlis spicata,90,27,300,,,,
8/3/2007,2007,August,Dry,MP,1,1,SPFO,Cordgrass,Spartina foliosa,3,70,3,,,,
8/3/2007,2007,August,Dry,MP,1,1,SAPA,Pickleweed,Sarcocornia pacifica,1,31,,,,,
8/3/2007,2007,August,Dry,MP,1,1,BOMA,Seaside Bulrush,Bolboschoenus maritimus,3,59,5,,,,
8/3/2007,2007,August,Dry,MP,1,1,ALGB,Brown Algae,N/A,50,,,,,,
8/3/2007,2007,August,Dry,MP,1,2,SAPA,Pickleweed,Sarcocornia pacifica,35,52,9,0.5,,,
8/3/2007,2007,August,Dry,MP,1,2,BOMA,Seaside Bulrush,Bolboschoenus maritimus,10,65,14,0.5,,,
8/3/2007,2007,August,Dry,MP,1,2,SPFO,Cordgrass,Spartina foliosa,7,68,12,0.5,,,
8/3/2007,2007,August,Dry,MP,1,2,ELSP,Eleocharis species,Eleocharis species,15,2,90,0.5,,,
8/3/2007,2007,August,Dry,MP,1,2,ALGG,Green Algae,N/A,60,,,0.5,,,
8/3/2007,2007,August,Dry,MP,1,2,ALGB,Brown Algae,N/A,20,,,0.5,,,
8/3/2007,2007,August,Dry,MP,1,2,COCO,Brass buttons,Cotula coronopifolia,1,8,1,0.5,,,
8/3/2007,2007,August,Dry,MP,1,2,LITR,Dead and Standing,N/A,5,,,0.5,,,BOMA
8/3/2007,2007,August,Dry,MP,1,3,SAPA,Pickleweed,Sarcocornia pacifica,90,65,4,,,,
8/3/2007,2007,August,Dry,MP,1,3,BOMA,Seaside Bulrush,Bolboschoenus maritimus,2,82,4,,,,
8/3/2007,2007,August,Dry,MP,1,3,SPFO,Cordgrass,Spartina foliosa,1,60,4,,,,
8/3/2007,2007,August,Dry,MP,1,3,BARE,Bare Ground,N/A,20,,,,,,
8/3/2007,2007,August,Dry,MP,1,3,LITR,Dead and Standing,N/A,1,70,,,,,BOMA
8/3/2007,2007,August,Dry,MP,1,3,ALGG,Green Algae,N/A,10,,,,,,
8/3/2007,2007,August,Dry,HM,1,1,SAPA,Pickleweed,Sarcocornia pacifica,60,58,15,,,,
8/3/2007,2007,August,Dry,HM,1,1,DISP,Salt Grass,Distichlis spicata,10,54,5,,,,
8/3/2007,2007,August,Dry,HM,1,1,BOMA,Seaside Bulrush,Bolboschoenus maritimus,3,70,1,,,,
8/3/2007,2007,August,Dry,HM,1,1,JACA,Saltmarsh Daisy,Jaumea carnosa,30,34,60,,,,
8/3/2007,2007,August,Dry,HM,1,1,BARE,Bare Ground,N/A,20,,,,,,
8/3/2007,2007,August,Dry,HM,1,1,LITR,Dead and Standing,N/A,1,46,,,,,BOMA
8/3/2007,2007,August,Dry,HM,1,2,SAPA,Pickleweed,Sarcocornia pacifica,85,59,13,,,,
8/3/2007,2007,August,Dry,HM,1,2,DISP,Salt Grass,Distichlis spicata,10,49,13,,,,
8/3/2007,2007,August,Dry,HM,1,2,JACA,Saltmarsh Daisy,Jaumea carnosa,15,22,35,,,,
8/3/2007,2007,August,Dry,HM,1,2,BARE,Bare Ground,N/A,5,,,,,,
8/3/2007,2007,August,Dry,HM,1,2,DUFF,Dead Not Standing,N/A,5,,,,,,
8/3/2007,2007,August,Dry,HM,1,3,SAPA,Pickleweed,Sarcocornia pacifica,10,35,18,,,,
